"","id","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"7136",921917,4957509,"Nina","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4975580032731,13.4292228071987,"Shared room",60,2,0,NA,NA,1,364
"7137",9113886,27894760,"Elle","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4963392279229,13.4312206043361,"Private room",38,1,4,2016-10-13,0.35,1,0
"7138",9769836,3313593,"Aurélie","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4928622436598,13.4409124900839,"Entire home/apt",47,3,6,2017-03-16,0.36,1,0
"7139",7409807,38824272,"Francesco","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.496689763375,13.425183260368,"Entire home/apt",48,21,0,NA,NA,1,0
"7140",15667046,1148600,"Caro","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4958286425107,13.4466848670123,"Private room",35,1,1,2017-01-02,0.24,1,361
"7141",5247379,1414132,"Alina","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4990943964641,13.4364626619271,"Private room",37,2,8,2016-08-20,0.67,1,0
"7142",17502004,582197,"Sara","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4948440104242,13.4319171899679,"Entire home/apt",47,13,0,NA,NA,1,0
"7143",9787346,988851,"Mia","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4961364233054,13.4219453538326,"Entire home/apt",60,1,14,2017-01-02,0.83,1,0
"7144",17108320,114875413,"Amalia","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4946151546824,13.4387893758624,"Entire home/apt",38,4,1,2017-02-20,0.38,1,0
"7145",14552363,655491,"Sean","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4988297190939,13.42505219816,"Private room",40,2,5,2017-04-16,0.58,1,39
"7146",7605494,13488930,"Ben Jefferson Luciana","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4993553427345,13.4400129220403,"Private room",49,1,4,2017-05-01,0.19,2,302
"7147",5573793,3338115,"Lennart","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4977816293308,13.4252075330412,"Entire home/apt",65,4,11,2016-10-28,0.43,1,132
"7148",6163366,31974693,"Tarane","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4993541319087,13.4422339226904,"Entire home/apt",70,1,16,2017-01-01,0.65,1,281
"7149",7539433,39503106,"Felix Donald","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.499969329197,13.4386998392417,"Private room",45,7,2,2015-08-15,0.09,1,0
"7150",1837730,3746912,"Sabrina","Friedrichshain-Kreuzberg","südliche Luisenstadt",52.4999638523391,13.4392828026823,"Private room",19,11,16,2016-08-20,1.2,1,66
